Rk,Player,Age,Team,Lg,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Pos,Awards,Player-additional
353,Henry Ramos#,31,CIN,NL,86,-2,-1,0,3,-1,-1,-0.1,3,2,0.1,.494,.499,-0.2,0.2,-1,9/D7H,,ramoshe01
354,Oneil Cruz*,24,PIT,NL,40,0,0,0,-1,1,0,0.0,1,2,0.1,.503,.500,0.2,-0.1,3,/6,,cruzon01
355,Chad Wallach,31,LAA,AL,172,-6,0,-1,-1,3,-4,-0.4,6,2,0.1,.493,.497,0.2,0.2,2,2/HD3,,wallach01
356,Garrett Stubbs*,30,PHI,NL,125,-7,1,1,1,2,-3,-0.3,4,2,0.1,.494,.498,0.0,0.3,1,2/H7,,stubbga01
357,Francisco Mejia#,27,TBR,AL,160,-5,0,0,-2,3,-4,-0.4,5,2,0.1,.492,.498,0.3,0.1,3,2/H,,mejiafr01
358,Zack Collins*,28,CLE,AL,6,1,0,0,0,0,1,0.1,0,1,0.1,.556,.501,0.1,0.0,1,/2,,colliza01
359,Tristan Gray*,27,TBR,AL,5,1,0,0,0,0,1,0.1,0,1,0.1,.552,.501,0.1,0.0,1,/36,,graytr01
360,Yu Chang,27,BOS,AL,112,-8,1,1,2,2,-2,-0.2,4,1,0.1,.494,.498,-0.1,0.4,-1,6/4H35D,,changyu01
361,Miguel Andujar,28,PIT,NL,90,1,0,1,-2,-1,-2,-0.2,3,1,0.1,.494,.499,0.3,-0.3,3,9/HD7,,andujmi01
362,Miguel Vargas,23,LAD,NL,304,-6,-2,1,-3,2,-8,-0.9,10,2,0.1,.490,.495,0.4,-0.1,5,4H/3D,,vargami01
363,Anthony Rendon,33,LAA,AL,183,-1,1,-1,-5,1,-5,-0.5,6,1,0.1,.488,.497,0.6,-0.4,6,5,,rendoan01
364,José Fermín,24,STL,NL,61,-2,-1,0,2,0,-1,-0.1,2,1,0.1,.496,.500,-0.1,0.3,-1,4/5HD,,fermijo01
365,Josh Donaldson,37,2TM,2LG,189,-6,-1,0,2,0,-5,-0.5,6,2,0.1,.490,.498,-0.1,0.3,0,5/DH1,,donaljo02
366,Michael Brantley*,36,HOU,AL,57,0,0,0,1,-1,-1,-0.1,2,1,0.1,.495,.499,0.0,0.0,0,7/DH,,brantmi02
367,Xavier Edwards#,23,MIA,NL,84,-2,1,0,-1,1,-2,-0.2,3,1,0.1,.494,.499,0.2,0.0,2,4/H8D,,edwarxa01
368,Zach Remillard,29,CHW,AL,160,-6,0,0,0,1,-4,-0.4,5,1,0.1,.492,.497,0.1,0.1,1,4/H5976D,,remilza01
369,Robbie Grossman#,33,TEX,AL,420,3,0,-1,-9,-6,-13,-1.3,14,1,0.1,.489,.492,1.0,-1.5,10,7D9H,,grossro01
370,Carson Kelly,28,2TM,2LG,151,-9,0,0,2,3,-4,-0.4,5,1,0.1,.492,.498,-0.1,0.5,-1,2/1DH,,kellyca02
371,Alan Trejo,27,COL,NL,227,-12,1,0,3,2,-6,-0.6,8,2,0.1,.493,.496,-0.2,0.5,-1,45H/61D,,trejoal01
372,Nolan Schanuel*,21,LAA,AL,132,1,-2,0,-2,-1,-3,-0.3,4,1,0.1,.489,.498,0.3,-0.4,3,3/DH,,schanno01
373,Marco Luciano,21,SFG,NL,45,-1,0,0,-1,1,-1,-0.1,2,1,0.1,.495,.500,0.2,0.0,2,6/D,,luciama01
374,Curt Casali,34,CIN,NL,96,-7,0,0,3,2,-2,-0.2,3,1,0.1,.494,.499,-0.2,0.5,-2,2/35,,casalcu01
375,Austin Wells*,23,NYY,AL,75,-1,0,0,-2,1,-2,-0.2,3,1,0.1,.490,.499,0.3,-0.1,3,2/H,,wellsau01
376,Michael Stefanic,27,LAA,AL,71,0,-1,0,-2,0,-2,-0.2,2,1,0.1,.493,.499,0.3,-0.2,3,4/5HD,,stefami01
377,Brendan Rodgers,26,COL,NL,192,-5,1,0,-2,1,-6,-0.6,7,1,0.1,.488,.497,0.3,-0.1,3,4/DH,,rodgebr02
378,Jake Lamb*,32,LAA,AL,54,-2,-1,0,2,-1,-1,-0.1,2,1,0.1,.494,.499,-0.2,0.2,-1,3/H1,,lambja01
379,David Fletcher,29,LAA,AL,97,-4,0,1,-1,1,-3,-0.3,3,1,0.1,.492,.498,0.2,0.1,2,64/5H,,fletcda02
380,Jeter Downs,24,WSN,NL,9,1,1,0,-2,0,0,0.0,0,1,0.1,.505,.500,0.3,-0.2,3,/64H,,downsje01
381,Andrew Stevenson*,29,MIN,AL,40,-4,0,1,2,0,-1,-0.1,1,1,0.1,.497,.500,-0.2,0.2,-1,8H/7,,stevean01
382,Liván Soto*,23,LAA,AL,12,0,0,0,0,0,0,0.0,0,1,0.1,.503,.500,0.1,0.0,1,/46,,sotoli01
383,José Azócar,27,SDP,NL,102,-3,1,0,0,-1,-3,-0.3,3,1,0.1,.495,.498,0.1,-0.1,1,98H/7D,,azocajo01
384,Nathan Lukes*,28,TOR,AL,31,-1,0,0,2,-2,-1,-0.1,1,1,0.0,.498,.500,-0.2,0.1,-2,9H/D78,,lukesna01
385,Heston Kjerstad*,24,BAL,AL,33,0,0,0,0,-1,-1,-0.1,1,1,0.0,.495,.500,0.0,-0.1,1,/DH79,,kjershe01
386,Junior Caminero,19,TBR,AL,36,-1,0,0,1,0,-1,-0.1,1,1,0.0,.493,.500,-0.1,0.1,0,/56D4,,caminju01
387,Brett Sullivan*,29,SDP,NL,86,-6,0,0,2,2,-2,-0.3,3,1,0.0,.493,.498,-0.2,0.4,-1,2/H5,,sullibr01
388,Brayan Rocchio#,22,CLE,AL,86,-3,0,-1,0,1,-3,-0.3,3,0,0.0,.489,.498,0.0,0.1,0,6/5H,,rocchbr01
389,Jahmai Jones,25,MIL,NL,11,0,0,0,0,0,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,/DH4,,jonesja08
390,Billy Hamilton,32,CHW,AL,2,-1,1,0,0,0,0,0.0,0,0,0.0,.506,.500,0.0,0.0,0,/H9,,hamilbi02
391,Charlie Culberson,34,ATL,NL,1,0,0,0,0,0,0,0.0,0,0,0.0,.529,.500,0.0,0.0,0,/DH,,culbech01
392,Nick Senzel,28,CIN,NL,330,-2,2,0,-10,0,-10,-1.0,11,1,0.0,.490,.494,1.0,-1.0,11,57H89/4D,,senzeni01
393,Kyren Paris,21,LAA,AL,46,-5,1,0,2,1,-1,-0.1,2,0,0.0,.491,.499,-0.2,0.3,-2,/648HD,,parisky01
394,Drew Maggi,34,PIT,NL,6,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,/5HD,,maggidr01
395,Trevor Larnach*,26,MIN,AL,212,0,-1,0,-3,-3,-7,-0.7,7,1,0.0,.488,.496,0.3,-0.6,3,79/HD,,larnatr01
396,Grae Kessinger,25,HOU,AL,45,-2,-1,0,1,0,-1,-0.1,2,0,0.0,.495,.499,-0.1,0.1,-1,/H5643,,kessigr01
397,Buddy Kennedy,24,ARI,NL,29,-2,0,0,1,0,-1,-0.1,1,0,0.0,.494,.500,-0.1,0.1,-1,/5HD4,,kennebu01
398,Estevan Florial*,25,NYY,AL,71,-2,0,0,-1,1,-2,-0.2,2,0,0.0,.488,.499,0.1,-0.1,1,8/H,,flories01
399,José Rodríguez,22,CHW,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.506,.500,0.0,0.0,0,/4H,,rodrijo09
400,Kole Calhoun*,35,CLE,AL,174,-4,0,0,1,-3,-6,-0.6,6,0,0.0,.487,.496,-0.1,-0.1,-1,3D/9H,,calhoko01
401,Alex Young*,29,CIN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,youngal01
402,Ryan Yarbrough,31,LAD,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,yarbrry01
403,Nick Wittgren,32,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,wittgni01
404,Garrett Whitlock,27,BOS,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,whitlga01
405,Hayden Wesneski,25,CHC,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,wesneha01
406,Will Vest,28,DET,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,vestwi01
407,Alex Vesia*,27,LAD,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,vesiaal01
408,Enmanuel Valdéz*,24,BOS,AL,149,0,0,-1,-6,1,-5,-0.5,5,0,0.0,.490,.497,0.6,-0.5,6,4/H6D,,valdeen01
409,Cole Tucker#,26,COL,NL,10,1,0,0,-1,0,0,0.0,0,0,0.0,.494,.500,0.1,-0.1,1,/H89D,,tuckeco01
410,Justin Topa,32,SEA,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,topaju01
411,Domingo Tapia,31,SDP,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,tapiado01
412,Brent Suter*,33,COL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,suterbr01
413,Ryne Stanek,31,HOU,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,stanery01
414,Carson Spiers,25,CIN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,/1,,spierca01
415,Drew Smyly*,34,CHC,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,smylydr01
416,Will Smith,33,TEX,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,smithwi04
417,Lucas Sims,29,CIN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,simslu01
418,Paul Sewald,33,2TM,2LG,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,sewalpa01
419,Tayler Scott,31,2TM,2LG,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,scottta02
420,John Schreiber,29,BOS,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,schrejo01
421,Josh Sborz,29,TEX,AL,1,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,1,,sborzjo01
422,Tayler Saucedo*,30,SEA,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,sauceta01
423,Tony Santillan,26,CIN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,/1,,santito01
424,Cole Sands,25,MIN,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,sandsco01
425,José Ruiz,28,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,ruizjo01
426,Michael Rucker,29,CHC,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,ruckemi01
427,JoJo Romero*,26,STL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,romerjo01
428,Jordan Romano,30,TOR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,AS,romanjo03
429,Tyler Rogers,32,SFG,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,rogerty01
430,Taylor Rogers*,32,SFG,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,rogerta01
431,Brooks Raley*,35,NYM,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,raleybr01
432,Cole Ragans*,25,TEX,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,raganco01
433,Ryan Pressly,34,HOU,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,pressry01
434,Nick Pivetta,30,BOS,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,pivetni01
435,Manny Piña,36,OAK,AL,12,0,0,0,0,0,0,0.0,0,0,0.0,.489,.500,0.0,0.0,0,/2D,,pinama01
436,Cionel Pérez,27,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,perezci01
437,Emilio Pagán*,32,MIN,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,paganem01
438,Hector Neris,34,HOU,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,nerishe01
439,Kyle Nelson*,26,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,nelsoky01
440,Andrew Nardi*,24,MIA,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,nardian01
441,James Naile,30,STL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,naileja01
442,Penn Murfee,29,SEA,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,murfepe01
443,Andrés Muñoz,24,SEA,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,munozan01
444,Jovani Morán*,26,MIN,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,moranjo01
445,Rafael Montero,32,HOU,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,montera01
446,Shelby Miller,32,LAD,NL,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,millesh01
447,Brad Miller*,33,TEX,AL,67,0,0,0,0,-2,-2,-0.2,2,0,0.0,.492,.499,0.0,-0.2,0,D/H315,,millebr02
448,Julian Merryweather,31,CHC,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,merryju01
449,Scott McGough,33,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,mcgousc01
450,James McArthur,26,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,mcartja01
451,Tim Mayza*,31,TOR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,mayzati01
452,Phil Maton,30,HOU,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,matonph01
453,Seth Martinez,28,HOU,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,martise01
454,Chris Martin,37,BOS,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,CYA-12,martich02
455,Luke Little*,22,CHC,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,/1,,littllu01
456,Mark Leiter Jr.,32,CHC,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,leitema02
457,Justin Lawrence,28,COL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,lawreju01
458,Derek Law,32,CIN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,lawde01
459,Alex Lange,27,DET,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,langeal01
460,Mark Kolozsvary,27,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,/2,,kolozma01
461,John King*,28,TEX,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,kingjo01
462,Anthony Kay*,28,CHC,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,kayan01
463,Karl Kauffmann,25,COL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,kauffka01
464,Jakob Junis,30,SFG,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,junisja01
465,Pierce Johnson,32,COL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,johnspi01
466,Joe Jiménez,28,ATL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,jimenjo02
467,Bryce Jarvis*,25,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,jarvibr01
468,Kenley Jansen#,35,BOS,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,AS,janseke01
469,Drey Jameson,25,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,jamesdr01
470,Tommy Hunter,36,NYM,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,hunteto02
471,Bryan Hoeing,26,MIA,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,hoeinbr01
472,Carlos Hernández,26,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,hernaca04
473,Ryan Helsley,28,STL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,helslry01
474,Jonathan Heasley,26,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,heasljo01
475,Taylor Hearn*,28,TEX,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,/1,,hearnta01
476,DL Hall*,24,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,halldl01
477,Josh Hader*,29,SDP,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,AS,haderjo01
478,Zack Greinke,39,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,greinza01
479,Jon Gray,31,TEX,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,grayjo02
480,Kendall Graveman,32,HOU,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,graveke01
481,Brusdar Graterol,24,LAD,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,gratebr01
482,Victor González*,27,LAD,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,gonzavi02
483,Kevin Ginkel*,29,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,ginkeke01
484,Logan Gillaspie,26,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,gillalo01
485,Kyle Gibson,35,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,gibsoky01
486,Ian Gibaut,29,CIN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,gibauia01
487,Michael Fulmer,30,CHC,NL,1,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,1,,fulmemi01
488,Shintaro Fujinami,29,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,fujinsh01
489,Luis Frías,25,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,friaslu01
490,Caleb Ferguson,26,LAD,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,ferguca01
491,Buck Farmer*,32,CIN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,farmebu01
492,Daniel Duarte,26,CIN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,duartda01
493,Camilo Doval,25,SFG,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,AS,dovalca01
494,Alexis Díaz,26,CIN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,AS,diazal03
495,Kutter Crawford,27,BOS,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,1/H,,crawfku01
496,Austin Cox*,26,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,coxau01
497,Danny Coulombe*,33,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,couloda01
498,Dylan Coleman,26,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,colemdy01
499,Taylor Clarke,30,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,clarkta01
500,Aroldis Chapman*,35,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,chapmar01
501,Andrew Chafin,33,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,chafian01
502,Miguel Castro,28,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,castrmi01
503,Yennier Cano,29,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,AS,canoye01
504,Génesis Cabrera*,26,STL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,cabrege01
505,Aaron Bummer*,29,CHW,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,bummeaa01
506,JB Bukauskas,26,SEA,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,/1,,bukaujb01
507,Ryan Brasier,35,LAD,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,brasiry01
508,Matt Brash,25,SEA,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,brashma01
509,José Berríos,29,TOR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,GG,berrijo01
510,Mike Baumann,27,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,baumami01
511,Scott Barlow,30,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,barlosc01
512,Bryan Baker,28,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,bakerbr01
513,Scott Alexander*,33,SFG,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,alexasc02
514,Ty Adcock,26,SEA,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,adcocty01
515,Adam Wainwright,41,STL,NL,2,-1,0,0,0,0,0,0.0,0,0,0.0,.493,.500,0.0,0.0,0,1/HD,,wainwad01
516,Nick Solak,28,2TM,2LG,0,0,0,0,0,0,0,0.0,0,0,0.0,.494,.500,0.0,0.0,0,/HD,,solakni01
517,Carlos Pérez,26,CHW,AL,53,-2,0,0,-1,1,-2,-0.2,2,0,0.0,.493,.499,0.1,0.0,1,2H/D,,perezca03
518,Joey Ortiz,24,BAL,AL,34,-3,0,0,2,0,-1,-0.1,1,0,0.0,.492,.499,-0.2,0.3,-2,/456H,,ortizjo06
519,Wade Meckler*,23,SFG,NL,64,-3,0,0,0,0,-2,-0.2,2,0,0.0,.489,.499,0.0,0.0,0,8/H7,,mecklwa01
520,Anthony Bemboom*,33,BAL,AL,13,-1,0,0,0,0,-1,-0.1,0,0,0.0,.490,.500,0.0,0.0,0,/2,,bemboan01
521,Logan Porter,27,KCR,AL,38,0,-1,0,-1,1,-1,-0.1,1,0,0.0,.487,.499,0.1,0.0,1,2,,portelo01
522,Mason McCoy,28,TOR,AL,1,0,0,0,0,0,0,0.0,0,0,0.0,.497,.500,0.0,0.0,0,/6H,,mccoyma01
523,Jacob Amaya,24,MIA,NL,9,-1,0,0,0,0,-1,-0.1,0,0,0.0,.488,.500,0.0,0.0,0,/64,,amayaja01
524,Greg Allen#,30,NYY,AL,28,1,0,0,-2,-1,-1,-0.1,1,0,0.0,.495,.499,0.2,-0.3,2,7H/98D,,allengr01
525,Jordan Luplow,29,2TM,AL,90,-3,1,0,0,-1,-3,-0.3,3,0,0.0,.492,.499,0.0,-0.1,0,7H/9D318,,luplojo01
526,Eli White,29,ATL,NL,17,-2,0,0,1,0,-1,-0.1,1,0,0.0,.485,.499,-0.1,0.1,-1,/8H,,whiteel04
527,Vinnie Pasquantino*,25,KCR,AL,260,1,-1,-1,-4,-4,-9,-0.9,9,0,0.0,.485,.495,0.4,-0.8,4,3D/H,,pasquvi01
528,Jonathan Ornelas,23,TEX,AL,8,-1,0,0,0,0,-1,-0.1,0,0,0.0,.493,.500,0.0,0.0,0,/65H,,orneljo01
529,Diego Castillo,25,ARI,NL,1,0,0,0,0,0,0,0.0,0,0,0.0,.471,.500,0.0,0.0,0,/H,,castidi02
530,Cal Stevenson*,26,SFG,NL,12,-1,0,0,0,0,-1,-0.1,0,0,0.0,.487,.500,0.0,0.0,0,/8,,steveca01
531,Chandler Seagle,27,SDP,NL,1,0,0,0,0,0,0,0.0,0,0,0.0,.462,.500,0.0,0.0,0,/DH,,seaglch01
532,Víctor Robles,26,WSN,NL,126,3,1,0,-10,1,-5,-0.5,4,0,0.0,.488,.497,1.0,-0.9,10,8,,roblevi01
533,Ceddanne Rafaela,22,BOS,AL,89,-3,0,0,-1,1,-3,-0.3,3,0,0.0,.488,.498,0.1,0.0,1,8/H64D,,rafaece01
534,Kevin Pillar,34,ATL,NL,206,-7,0,0,2,-2,-7,-0.7,7,0,0.0,.491,.496,-0.2,0.0,-2,7H9/8,,pillake01
535,Chris Okey,28,LAA,AL,2,-1,0,0,0,0,-1,-0.1,0,0,0.0,.475,.500,0.0,0.0,0,/2,,okeych01
536,Isiah Kiner-Falefa,28,NYY,AL,361,-10,-1,-1,0,0,-12,-1.2,12,1,0.0,.489,.493,-0.1,0.1,1,875H/9146,,kineris01
537,Jonathan Davis,31,MIA,NL,104,-2,0,1,-3,1,-4,-0.4,4,0,0.0,.489,.498,0.3,-0.2,3,8/H97,,davisjo05
538,David Dahl*,29,SDP,NL,9,-1,0,0,0,0,-1,-0.1,0,0,0.0,.483,.500,0.0,0.0,0,/9H,,dahlda01
539,Kody Clemens*,27,PHI,NL,148,-6,1,0,2,-2,-5,-0.5,5,0,0.0,.490,.497,-0.3,0.0,-2,3/H1D69,,clemeko01
540,Alexander Canario,23,CHC,NL,17,1,-1,0,-1,0,-1,-0.1,1,-1,0.0,.483,.499,0.1,-0.1,1,/DH789,,canaral01
541,Peyton Burdick,26,MIA,NL,37,-2,0,0,0,0,-2,-0.2,1,0,0.0,.488,.499,0.0,0.0,0,9/8H7,,burdipe01
