Rk,Player,Age,Team,Lg,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Pos,Awards,Player-additional
316,Joey Loperfido*,25,2TM,AL,262,-8,-1,1,6,-2,-4,-0.4,9,5,0.4,.495,.499,-0.2,0.4,-1,789/H3D,,loperjo01
316,Joey Loperfido*,25,HOU,AL,118,-2,0,0,2,-1,-1,-0.1,4,3,0.3,.497,.499,0.1,0.1,1,79/H83D,,loperjo01
316,Joey Loperfido*,25,TOR,AL,144,-6,-1,1,4,-1,-3,-0.3,5,2,0.2,.492,.498,-0.3,0.3,-2,78/H3D,,loperjo01
317,Lane Thomas,28,2TM,2LG,528,0,1,0,-13,-2,-14,-1.4,18,4,0.3,.489,.496,1.6,-1.5,17,*98/HD,,thomala02
317,Lane Thomas,28,WSN,NL,341,5,1,0,-10,-2,-6,-0.6,11,5,0.4,.492,.496,1.5,-1.3,15,9/8D,,thomala02
317,Lane Thomas,28,CLE,AL,187,-5,0,0,-3,0,-8,-0.8,6,-1,-0.2,.485,.495,0.1,-0.3,2,89/HD,,thomala02
318,Addison Barger*,24,TOR,AL,225,-8,1,1,3,-1,-4,-0.4,8,4,0.3,.494,.497,0.0,0.3,1,59H7/D,,bargead01
319,Tucker Barnhart*,33,ARI,NL,96,-6,1,1,1,2,0,0.0,3,3,0.3,.499,.500,0.2,0.3,2,2/1H,,barnhtu01
320,Brett Baty*,24,NYM,NL,171,-4,0,1,-1,1,-2,-0.2,6,4,0.3,.495,.499,0.4,0.0,5,5/H,,batybr01
321,Steward Berroa#,25,TOR,AL,45,-1,0,0,3,-1,2,0.2,2,3,0.3,.506,.501,0.0,0.2,0,9H/78D,,berrost01
322,Alexander Canario,24,CHC,NL,28,1,0,0,2,-1,2,0.2,1,3,0.3,.514,.501,0.1,0.1,1,7/9HD,,canaral01
323,Curt Casali,35,SFG,NL,125,-4,-1,0,1,3,-1,-0.1,4,3,0.3,.497,.499,0.2,0.4,2,2,,casalcu01
324,Kody Clemens*,28,PHI,NL,120,-2,0,0,2,-1,-1,-0.1,4,3,0.3,.498,.499,0.1,0.1,1,H35/471D,,clemeko01
325,David Dahl*,30,PHI,NL,62,-2,0,0,3,-1,1,0.1,2,3,0.3,.505,.501,0.0,0.2,0,7/D9H,,dahlda01
326,Jake Fraley*,29,CIN,NL,382,-4,-2,2,-1,-4,-9,-0.9,13,4,0.3,.492,.494,0.4,-0.5,5,9H/D78,,fraleja01
327,Stone Garrett,28,WSN,NL,6,2,0,0,0,0,3,0.3,0,3,0.3,.625,.502,0.3,0.0,3,/DH,,garrest01
328,Yoán Moncada#,29,CHW,AL,45,1,0,0,0,0,1,0.1,2,3,0.3,.510,.501,0.3,0.0,3,5/DH,,moncayo01
329,Connor Norby,24,2TM,2LG,194,-1,0,1,-4,1,-3,-0.3,6,3,0.3,.493,.499,0.7,-0.3,7,54/D,,norbyco01
329,Connor Norby,24,BAL,AL,32,-2,0,0,1,0,-1,-0.1,1,1,0.1,.493,.500,-0.1,0.1,-1,/4,,norbyco01
329,Connor Norby,24,MIA,NL,162,1,0,1,-5,1,-2,-0.2,5,3,0.3,.494,.499,0.8,-0.5,8,5/D4,,norbyco01
330,Kevin Pillar,35,2TM,AL,314,-5,2,-1,-2,-1,-7,-0.7,11,4,0.3,.493,.497,0.5,-0.3,6,8H79D,,pillake01
330,Kevin Pillar,35,CHW,AL,32,-1,0,0,0,0,-1,-0.1,1,0,0.0,.496,.500,0.0,0.0,0,/H89D,,pillake01
330,Kevin Pillar,35,LAA,AL,282,-5,2,-1,-2,-1,-6,-0.6,10,3,0.3,.492,.496,0.5,-0.3,5,8H79/D,,pillake01
331,Leo Rivas#,26,SEA,AL,86,-1,1,0,-1,1,0,0.0,3,3,0.3,.500,.500,0.4,0.1,4,6H4/D15,,rivasle01
332,Eguy Rosario,24,SDP,NL,57,1,-1,0,1,0,1,0.2,2,3,0.3,.505,.501,0.2,0.1,2,5H/D4,,rosareg01
333,Blake Sabol*,26,SFG,NL,38,1,0,0,-1,0,1,0.1,1,3,0.3,.511,.501,0.4,-0.1,4,/2DH,,sabolbl01
334,Garrett Stubbs*,31,PHI,NL,187,-9,1,1,0,4,-3,-0.3,6,4,0.3,.495,.498,0.3,0.4,4,2/1H,,stubbga01
335,Eli White,30,ATL,NL,42,0,0,0,2,-1,1,0.1,1,3,0.3,.504,.501,0.1,0.1,1,9H/78D4,,whiteel04
336,José Tena*,23,2TM,2LG,168,-4,1,0,-2,1,-4,-0.4,6,2,0.2,.491,.498,0.4,-0.1,4,5/4DH,,tenajo01
336,José Tena*,23,CLE,AL,4,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.461,.499,-0.1,0.0,-1,/5DH,,tenajo01
336,José Tena*,23,WSN,NL,164,-3,1,0,-2,1,-3,-0.3,6,3,0.3,.494,.498,0.5,-0.1,5,5/4,,tenajo01
337,Riley Adams,28,WSN,NL,130,-3,-1,-1,-1,3,-3,-0.3,4,2,0.2,.494,.498,0.3,0.2,3,2/DH,,adamsri03
338,Nick Allen,25,OAK,AL,105,-8,0,1,4,2,-1,-0.1,4,2,0.2,.497,.499,-0.2,0.6,-2,6/5H4,,allenni02
339,David Bote,31,CHC,NL,48,0,0,0,0,0,0,0.0,2,2,0.2,.501,.500,0.2,0.0,2,5H/431,,boteda01
340,Dominic Canzone*,26,SEA,AL,188,-2,0,0,1,-3,-4,-0.4,6,2,0.2,.493,.497,0.1,-0.2,1,97H/D,,canzodo01
341,Diego Castillo,26,MIN,AL,8,1,0,0,1,0,2,0.2,0,2,0.2,.544,.501,0.1,0.1,1,/5DH,,castidi02
342,Matt Duffy,33,TEX,AL,10,1,0,0,1,0,2,0.2,0,2,0.2,.548,.501,0.1,0.1,1,/5H,,duffyma01
343,Oliver Dunn*,26,MIL,NL,104,-5,1,0,3,0,-1,-0.1,4,3,0.2,.497,.499,-0.1,0.3,-1,5H/D34,,dunnol01
344,Ezequiel Durán,25,TEX,AL,285,-7,-1,-1,2,-1,-8,-0.8,10,2,0.2,.491,.495,-0.1,0.1,0,573DH/6498,,duranez01
345,Nick Fortes,27,MIA,NL,335,-19,-1,0,5,7,-8,-0.9,11,3,0.2,.492,.495,-0.3,1.2,-2,*2/H,,forteni01
346,Joey Gallo*,30,WSN,NL,260,-7,-1,0,6,-4,-6,-0.6,9,3,0.2,.492,.496,-0.4,0.2,-3,3/9HD7,,gallojo01
347,Ben Gamel*,32,2TM,2LG,99,2,0,0,-2,-2,-1,-0.1,3,2,0.2,.497,.500,0.4,-0.4,4,97/HD,,gamelbe01
347,Ben Gamel*,32,NYM,NL,30,1,0,0,-1,-1,-1,-0.1,1,0,0.0,.496,.500,0.1,-0.2,1,9/7HD,,gamelbe01
347,Ben Gamel*,32,HOU,AL,69,1,0,0,-1,-1,-1,-0.1,2,2,0.2,.498,.500,0.3,-0.2,3,9/7H,,gamelbe01
348,Yuli Gurriel,40,KCR,AL,65,-1,0,0,2,-1,-1,-0.1,2,2,0.2,.497,.500,-0.1,0.1,0,3/DH,,gourryu01
349,Dustin Harris*,24,TEX,AL,7,2,0,0,0,0,1,0.1,0,2,0.2,.569,.501,0.2,0.0,2,/D,,harridu01
350,Buddy Kennedy,25,2TM,2LG,26,0,0,0,1,0,1,0.1,1,2,0.2,.505,.500,0.1,0.1,1,/H45D,,kennebu01
350,Buddy Kennedy,25,DET,AL,13,0,0,0,1,0,1,0.2,0,2,0.2,.525,.501,0.1,0.1,1,/4H5,,kennebu01
350,Buddy Kennedy,25,PHI,NL,13,-1,0,0,0,0,-1,-0.1,0,0,0.0,.491,.500,0.0,0.0,0,/H54D,,kennebu01
351,Nick Loftin,25,KCR,AL,171,-8,1,0,4,0,-3,-0.3,6,3,0.2,.494,.498,-0.2,0.5,-1,45H/3D71,,loftini01
352,Bligh Madris*,28,DET,AL,75,-1,0,0,2,-1,0,0.0,3,2,0.2,.499,.500,0.0,0.1,0,3/9H,,madribl01
353,Kyle McCann*,26,OAK,AL,157,0,-1,0,-4,2,-3,-0.3,5,2,0.2,.494,.498,0.6,-0.2,6,2/HD,,mccanky01
354,Reese McGuire*,29,BOS,AL,158,-7,0,0,1,3,-3,-0.4,5,2,0.2,.493,.498,0.1,0.4,1,2/HD,,mcguire01
355,Whit Merrifield,35,2TM,NL,335,-5,2,-1,-5,1,-8,-0.9,11,3,0.2,.491,.497,0.8,-0.4,8,475H/D,,merriwh01
355,Whit Merrifield,35,PHI,NL,174,-6,1,0,0,-1,-5,-0.5,6,1,0.0,.490,.497,0.1,-0.1,1,745H/D,,merriwh01
355,Whit Merrifield,35,ATL,NL,161,0,1,-1,-5,1,-3,-0.3,6,2,0.2,.492,.498,0.7,-0.4,7,4/H5,,merriwh01
356,Zach Remillard,30,CHW,AL,39,0,-1,0,1,0,1,0.1,1,2,0.2,.507,.501,0.1,0.1,1,/456H78D,,remilza01
357,Anthony Rizzo*,34,NYY,AL,375,-5,-1,-1,2,-4,-10,-1.0,13,3,0.2,.489,.494,0.0,-0.3,1,3/H,,rizzoan01
358,César Salazar*,28,HOU,AL,32,1,0,0,-1,1,0,0.0,1,2,0.2,.503,.500,0.3,-0.1,2,2/DH,,salazce01
359,Gary Sánchez,31,MIL,NL,280,-2,-1,-2,0,-2,-7,-0.7,10,3,0.2,.492,.496,0.2,-0.2,3,D2H/3,,sanchga02
360,Casey Schmitt,25,SFG,NL,113,1,-1,0,-3,1,-2,-0.2,4,2,0.2,.496,.499,0.5,-0.2,5,46/5HD,,schmica01
361,Aaron Schunk,26,COL,NL,98,-5,0,0,3,1,-1,-0.1,3,2,0.2,.497,.499,-0.1,0.4,-1,45/H6D,,schunaa01
362,Jon Singleton*,32,HOU,AL,405,1,-1,2,-8,-6,-11,-1.2,14,3,0.2,.490,.493,1.0,-1.5,11,3HD,,singljo02
363,Spencer Torkelson,24,DET,AL,381,-7,0,-1,2,-5,-10,-1.1,13,3,0.2,.488,.493,0.0,-0.3,1,3/D,,torkesp01
364,Chadwick Tromp,29,ATL,NL,54,-2,0,0,1,1,0,0.0,2,2,0.2,.500,.500,0.1,0.2,1,2,,trompch01
365,Luke Williams,27,ATL,NL,52,-2,0,0,3,0,1,0.1,2,2,0.2,.502,.500,-0.1,0.3,-1,H/45D716,,willilu01
366,Tyler Heineman#,33,2TM,AL,16,-1,0,0,2,0,1,0.1,1,2,0.2,.517,.500,0.0,0.3,0,/21D,,heinety01
366,Tyler Heineman#,33,BOS,AL,3,0,0,0,1,0,1,0.1,0,1,0.1,.543,.501,0.0,0.1,0,/2D,,heinety01
366,Tyler Heineman#,33,TOR,AL,13,-1,0,0,1,0,0,0.0,0,1,0.1,.507,.500,0.0,0.1,0,/21,,heinety01
367,Luis Guillorme*,29,3TM,2LG,187,-7,1,0,2,2,-3,-0.4,6,3,0.2,.495,.499,0.0,0.4,1,45H/61D,,guilllu01
367,Luis Guillorme*,29,2TM,NL,70,-4,1,0,2,1,-1,-0.1,2,2,0.1,.497,.500,-0.1,0.3,0,4/H156D,,guilllu01
367,Luis Guillorme*,29,ATL,NL,21,-2,0,0,0,0,-2,-0.2,1,-1,-0.2,.476,.499,-0.2,0.0,-1,/416H,,guilllu01
367,Luis Guillorme*,29,LAA,AL,117,-4,0,0,0,1,-3,-0.3,4,1,0.1,.494,.498,0.1,0.1,1,45/H61D,,guilllu01
367,Luis Guillorme*,29,ARI,NL,49,-2,1,0,2,0,1,0.1,2,3,0.3,.508,.501,0.1,0.2,1,4/H5D,,guilllu01
368,Cavan Biggio*,29,3TM,2LG,224,-5,2,0,-3,-1,-7,-0.7,8,1,0.1,.491,.499,0.4,-0.4,4,453H9/D,,biggica01
368,Cavan Biggio*,29,2TM,NL,93,-2,0,1,-5,0,-7,-0.7,3,-4,-0.4,.479,.497,0.1,-0.6,1,53/H49,,biggica01
368,Cavan Biggio*,29,TOR,AL,131,-3,1,0,2,0,0,0.0,4,5,0.5,.500,.500,0.2,0.2,3,49/H35D,,biggica01
368,Cavan Biggio*,29,LAD,NL,88,-2,1,1,-4,0,-5,-0.5,3,-2,-0.3,.482,.497,0.2,-0.5,2,53/9H4,,biggica01
368,Cavan Biggio*,29,ATL,NL,5,-1,0,0,-1,0,-2,-0.2,0,-2,-0.2,.458,.499,-0.1,-0.1,0,/4H,,biggica01
369,Liván Soto*,24,2TM,2LG,16,0,0,0,0,0,0,0.0,1,1,0.1,.502,.501,0.1,0.0,1,/456DH,,sotoli01
369,Liván Soto*,24,CIN,NL,3,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.399,.499,-0.1,0.0,-1,/D,,sotoli01
369,Liván Soto*,24,BAL,AL,13,1,0,0,0,0,1,0.1,0,2,0.2,.510,.501,0.2,0.0,2,/456DH,,sotoli01
370,Ehire Adrianza#,34,LAA,AL,28,-1,0,0,1,0,0,0.0,1,1,0.1,.499,.500,0.0,0.1,0,/54H,,adriaeh01
371,Eddy Alvarez*,34,NYM,NL,11,-2,1,0,1,0,0,0.0,0,1,0.1,.501,.500,-0.1,0.1,-1,4/H16,,alvared01
372,Matthew Batten,29,SDP,NL,3,1,0,0,0,0,0,0.0,0,1,0.1,.544,.500,0.1,0.0,1,/3,,battema01
373,Dairon Blanco,31,KCR,AL,132,-2,4,0,-2,-3,-3,-0.3,5,1,0.1,.496,.498,0.3,-0.5,3,H798D,,blancda02
374,Oscar Colás*,25,CHW,AL,38,0,0,0,0,0,-1,-0.1,1,1,0.1,.494,.500,0.1,0.0,1,/98H,,colasos01
375,Jason Delay,29,PIT,NL,19,0,0,0,0,0,0,0.0,1,1,0.1,.503,.500,0.1,0.0,1,/2DH,,delayja01
376,José Devers*,24,MIA,NL,4,0,0,0,1,0,1,0.1,0,1,0.1,.529,.501,0.0,0.1,0,/34H,,deverjo01
377,Jerar Encarnacion,26,SFG,NL,119,-1,0,0,0,-2,-3,-0.3,4,1,0.1,.491,.498,0.1,-0.2,1,D9/7H3,,encarje01
378,Hunter Feduccia*,27,LAD,NL,14,0,0,0,0,0,0,0.0,0,1,0.1,.504,.500,0.1,0.0,1,/2H,,feduchu01
379,Estevan Florial*,26,CLE,AL,111,-3,0,0,3,-2,-3,-0.3,4,1,0.1,.492,.498,-0.2,0.1,-2,79D/H8,,flories01
380,Michael Helman,28,MIN,AL,10,0,0,0,0,0,0,0.0,0,1,0.1,.503,.500,0.1,0.0,1,/8H759,,helmami01
381,Derek Hill,28,3TM,2LG,172,0,0,1,-4,-1,-5,-0.5,6,1,0.1,.491,.499,0.5,-0.5,5,87H/9D,,hillde01
381,Derek Hill,28,2TM,NL,127,-2,0,1,-2,0,-3,-0.4,4,1,0.1,.491,.499,0.3,-0.2,3,87/HD,,hillde01
381,Derek Hill,28,TEX,AL,45,2,-1,0,-2,0,-1,-0.1,2,0,0.0,.492,.499,0.2,-0.3,2,/9H87D,,hillde01
381,Derek Hill,28,SFG,NL,13,0,0,0,-1,0,-1,-0.1,0,-1,-0.1,.478,.499,0.0,-0.1,0,/78DH,,hillde01
381,Derek Hill,28,MIA,NL,114,-2,0,1,-1,0,-2,-0.2,4,2,0.1,.493,.499,0.2,-0.1,3,87/HD,,hillde01
382,Greg Jones#,26,COL,NL,6,1,0,0,0,0,1,0.1,0,1,0.1,.509,.500,0.1,0.0,1,/9H,,jonesgr02
383,Charles Leblanc,28,LAA,AL,28,1,0,0,-1,0,1,0.1,1,1,0.1,.504,.500,0.2,-0.1,2,/543D,,leblach01
384,Jung Hoo Lee*,25,SFG,NL,158,-2,-1,1,-2,1,-4,-0.4,5,2,0.1,.490,.498,0.3,-0.1,4,8,,leeju01
385,Nicky Lopez*,29,CHW,AL,445,-9,-1,1,-10,5,-13,-1.4,15,2,0.1,.489,.491,1.2,-0.5,12,46/H,,lopezni01
386,Angel Martínez#,22,CLE,AL,169,-4,0,0,-1,0,-5,-0.5,6,1,0.1,.488,.497,0.2,-0.1,2,87/9H5D4,,martian02
387,Ryan McKenna,27,2TM,2LG,15,1,0,0,0,0,1,0.1,1,1,0.1,.504,.500,0.1,0.0,1,/9H78,,mckenry01
387,Ryan McKenna,27,BAL,AL,9,2,0,0,-1,0,1,0.1,0,1,0.1,.510,.501,0.2,-0.1,2,/9H78,,mckenry01
387,Ryan McKenna,27,SFG,NL,6,-2,0,0,1,0,0,0.0,0,0,0.0,.490,.500,-0.1,0.1,-1,/9H7,,mckenry01
388,Carlos Narváez,25,NYY,AL,15,-1,0,0,1,0,1,0.1,1,1,0.1,.512,.500,0.0,0.1,0,/2H,,narvaca01
389,Oswald Peraza,24,NYY,AL,11,0,0,0,0,0,0,0.0,0,1,0.1,.506,.500,0.1,0.0,1,/5,,perazos02
390,Hunter Renfroe,32,KCR,AL,424,-1,-2,-1,-4,-4,-12,-1.3,14,2,0.1,.489,.492,0.6,-0.8,6,*9/HD3,,renfrhu01
391,Brian Serven,29,TOR,AL,71,-5,0,0,2,1,-1,-0.1,2,2,0.1,.497,.499,-0.1,0.4,0,2/H,,servebr01
392,Austin Shenton*,26,TBR,AL,50,1,0,0,0,-1,-1,-0.1,2,1,0.1,.497,.500,0.1,-0.1,1,3/HD,,shentau01
393,Samad Taylor,25,SEA,AL,5,0,0,0,0,0,0,0.0,0,0,0.1,.509,.500,0.1,0.0,0,/78H,,taylosa04
394,Andrew Vaughn,26,CHW,AL,619,-4,-2,-1,-4,-8,-19,-2.0,21,3,0.1,.487,.488,0.5,-1.3,7,*3D/H,,vaughan01
395,Dominic Smith*,29,2TM,2LG,307,-2,0,0,-2,-4,-9,-1.0,10,1,0.0,.490,.496,0.2,-0.7,3,3H/D1,,smithdo02
395,Dominic Smith*,29,BOS,AL,278,0,-1,-1,-2,-4,-7,-0.7,10,3,0.2,.491,.495,0.4,-0.6,5,3H/D1,,smithdo02
395,Dominic Smith*,29,CIN,NL,29,-2,0,0,0,-1,-2,-0.2,1,-1,-0.1,.475,.499,-0.1,-0.1,-1,/3DH,,smithdo02
396,Ronald Acuña Jr.,26,ATL,NL,222,3,0,-1,-7,-1,-6,-0.6,7,1,0.0,.487,.496,0.8,-0.9,8,9,,acunaro01
397,Blaze Alexander,25,ARI,NL,185,-3,0,1,-4,0,-6,-0.6,6,1,0.0,.491,.496,0.5,-0.4,5,64D/H5,,alexabl01
398,Chase Anderson,36,BOS,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,anderch01
399,Pedro Avila,27,CLE,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,avilape01
400,Darren Baker*,25,WSN,NL,14,2,0,0,-2,0,0,0.0,0,0,0.0,.499,.500,0.2,-0.2,2,/H4D7,,bakerda02
401,Brooks Baldwin#,23,CHW,AL,121,-6,1,1,-2,1,-4,-0.4,4,0,0.0,.487,.497,0.2,-0.1,2,4/6,,baldwbr01
402,David Bañuelos,27,BAL,AL,1,0,0,0,0,0,0,0.0,0,0,0.0,.473,.500,0.0,0.0,0,/H,,banueda01
403,Jorge Barrosa#,23,ARI,NL,18,-2,0,0,1,0,0,-0.1,1,0,0.0,.494,.500,-0.1,0.1,-1,/8H7,,barrojo01
404,Mike Baumann,28,2TM,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,baumami01
404,Mike Baumann,28,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,baumami01
404,Mike Baumann,28,SEA,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,baumami01
405,Jalen Beeks*,30,COL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,beeksja02
406,Brennan Bernardino*,32,BOS,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,bernabr01
407,Rob Brantly*,34,TBR,AL,9,-2,0,0,1,0,0,-0.1,0,0,0.0,.483,.500,-0.1,0.1,-1,/2,,brantro01
408,John Brebbia*,34,CHW,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,brebbjo01
409,Jhony Brito,26,SDP,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,britojh01
410,Kris Bubic*,26,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,bubickr01
411,Génesis Cabrera*,27,TOR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,cabrege01
412,Isaiah Campbell,26,BOS,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,/1,,campbis01
413,Luis Castillo,31,SEA,AL,1,0,0,0,0,0,0,0.0,0,0,0.0,.490,.500,0.0,0.0,0,1,,castilu02
414,Danny Coulombe*,34,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,couloda01
415,Jeff Criswell,25,COL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,criswje01
416,Fernando Cruz#,34,CIN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,cruzfe01
417,Alexis Díaz,27,CIN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,diazal03
418,Edwin Díaz,30,NYM,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,diazed04
419,Jake Diekman,37,NYM,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,diekmja01
420,Jasson Domínguez#,21,NYY,AL,67,-1,0,1,-2,0,-3,-0.3,2,0,0.0,.485,.498,0.2,-0.3,2,7/8HD,,dominja01
421,Seranthony Domínguez,29,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,dominse01
422,Mason Englert#,24,DET,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,englema01
423,Buck Farmer*,33,CIN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,farmebu01
424,Ryan Fernandez,26,STL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,fernary01
425,Kyle Finnegan,32,WSN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,AS,finneky01
426,David Fletcher,30,ATL,NL,9,-1,0,0,1,0,0,0.0,0,0,0.0,.502,.500,-0.1,0.1,-1,/4,,fletcda02
427,Jason Foley,28,DET,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,foleyja01
428,Kyle Freeland*,31,COL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.510,.500,0.0,0.0,0,1/H,,freelky01
429,Luis Frías,26,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,/1,,friaslu01
430,Hunter Gaddis,26,CLE,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,gaddihu01
431,Kevin Ginkel*,30,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,ginkeke01
432,Chad Green*,33,TOR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,greench03
433,Josh Hader*,30,HOU,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,haderjo01
434,Seth Halvorsen,24,COL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,halvose01
435,Hunter Harvey,29,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,/1,,harvehu01
436,Jonathan Heasley,27,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,/1,,heasljo01
437,Ryan Helsley,29,STL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,ASCYA-9,helslry01
438,Kevin Herget*,33,MIL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,/1,,hergeke01
439,Jonathan Hernández,27,TEX,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,hernajo02
440,Porter Hodge,23,CHC,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,hodgepo01
441,Jackson Holliday*,20,BAL,AL,208,-8,1,1,-3,2,-7,-0.7,7,0,0.0,.488,.496,0.3,-0.1,3,4/H6D,,hollija01
442,Spencer Howard,27,CLE,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,/1,,howarsp01
443,Joe Hudson,33,NYM,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,/2,,hudsojo03
444,Sam Huff,26,TEX,AL,4,0,0,0,0,0,0,0.0,0,0,0.0,.491,.500,0.0,0.0,0,/2H,,huffsa01
445,Kenley Jansen#,36,BOS,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,janseke01
446,Bryce Jarvis*,26,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,jarvibr01
447,Daniel Johnson*,28,BAL,AL,1,0,0,0,0,0,0,0.0,0,0,0.0,.471,.500,0.0,0.0,0,/9H,,johnsda07
448,Jahmai Jones,26,NYY,AL,47,-1,0,0,0,-1,-2,-0.2,2,0,0.0,.495,.499,0.0,-0.1,0,H/9D745,,jonesja08
449,DaShawn Keirsey Jr.*,27,MIN,AL,14,-1,0,0,0,0,-1,-0.1,0,0,0.0,.492,.500,0.0,0.0,0,/87,,keirsda01
450,Craig Kimbrel,36,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,kimbrcr01
451,Bryan King,27,HOU,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,kingbr02
452,John King*,29,STL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,kingjo01
453,Tyler Kinley,33,COL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,kinlety01
454,Andrew Kittredge,34,STL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,kittran01
455,Matt Koch*,33,COL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,/1,,kochma01
456,Michael Kopech,28,CHW,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,kopecmi01
457,Peter Lambert,27,COL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,lambepe01
458,Jacob Latz,28,TEX,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,latzja01
459,Derek Law,33,WSN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,lawde01
460,Justin Lawrence,29,COL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,lawreju01
461,Kyle Leahy#,27,STL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,1,,leahyky01
